file	line	syntax	primary_owner	retry	redaction	rationale	source
crates/cdf-source-mongodb/src/driver.rs	707	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	            CdfError::data(format!(
crates/cdf-source-mongodb/src/driver.rs	713	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	        .map_err(|_| CdfError::data("MongoDB listCollections entry omitted its collection type"))?;
crates/cdf-source-mongodb/src/driver.rs	715	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        return Err(CdfError::contract(format!(
crates/cdf-source-mongodb/src/driver.rs	720	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	        CdfError::data("MongoDB listCollections entry omitted valid collection options")
crates/cdf-source-mongodb/src/driver.rs	726	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	            return Err(CdfError::data(
crates/cdf-source-mongodb/src/driver.rs	735	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	            return Err(CdfError::data(
crates/cdf-source-mongodb/src/driver.rs	744	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	        return Err(CdfError::data(format!(
crates/cdf-source-mongodb/src/driver.rs	752	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	        return Err(CdfError::data(format!(
crates/cdf-source-mongodb/src/driver.rs	769	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	        Some(_) => Err(CdfError::data(format!(
crates/cdf-source-mongodb/src/driver.rs	778	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	        .map_err(|_| CdfError::data("MongoDB buildInfo omitted its version string"))?;
crates/cdf-source-mongodb/src/driver.rs	788	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	        .ok_or_else(|| CdfError::data("MongoDB buildInfo omitted its major version"))?;
crates/cdf-source-mongodb/src/driver.rs	790	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        return Err(CdfError::contract(format!(
crates/cdf-source-mongodb/src/driver.rs	845	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-mongodb/src/driver.rs	855	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-mongodb/src/driver.rs	908	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        .map_err(|error| CdfError::contract(format!("invalid MongoDB source plan: {error}")))
crates/cdf-source-mongodb/src/driver.rs	916	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        .map_err(|error| CdfError::contract(format!("{label} options are invalid: {error}")))
crates/cdf-source-mongodb/src/driver.rs	921	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        CdfError::contract(format!("MongoDB endpoint is not a valid URL: {error}"))
crates/cdf-source-mongodb/src/driver.rs	931	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-mongodb/src/driver.rs	948	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	        return Err(CdfError::data(
crates/cdf-source-mongodb/src/error.rs	11	ErrorKind::Auth	mongodb_auth	none	controlled_message_without_endpoint_or_credentials	Authentication failure requires credential or authorization repair.	        MongoErrorKind::Authentication { .. } => ErrorKind::Auth,
crates/cdf-source-mongodb/src/error.rs	12	ErrorKind::Contract	caller_contract	none	controlled_message_without_endpoint_or_credentials	The compiled request or selected server capability is outside the connector contract.	        MongoErrorKind::InvalidArgument { .. } => ErrorKind::Contract,
crates/cdf-source-mongodb/src/error.rs	13	ErrorKind::Data	mongodb_source_data	none	controlled_message_without_endpoint_or_credentials	Malformed, unsupported, missing, or schema-contradicting MongoDB response data belongs to the selected source.	        MongoErrorKind::Bson(_) | MongoErrorKind::InvalidResponse { .. } => ErrorKind::Data,
crates/cdf-source-mongodb/src/error.rs	14	MongoErrorKind::Command	caller_contract	none	controlled_message_without_endpoint_or_credentials	Stable MongoDB request and type-mismatch codes identify an invalid compiled request.	        MongoErrorKind::Command(command) if matches!(command.code, 2 | 14 | 20) => {
crates/cdf-source-mongodb/src/error.rs	15	ErrorKind::Contract	caller_contract	none	controlled_message_without_endpoint_or_credentials	The compiled request or selected server capability is outside the connector contract.	            ErrorKind::Contract
crates/cdf-source-mongodb/src/error.rs	17	ErrorKind::Data	mongodb_source_data	none	controlled_message_without_endpoint_or_credentials	Malformed, unsupported, missing, or schema-contradicting MongoDB response data belongs to the selected source.	        MongoErrorKind::Command(command) if command.code == 26 => ErrorKind::Data,
crates/cdf-source-mongodb/src/error.rs	18	ErrorKind::Auth	mongodb_auth	none	controlled_message_without_endpoint_or_credentials	Authentication failure requires credential or authorization repair.	        MongoErrorKind::Command(command) if matches!(command.code, 13 | 18) => ErrorKind::Auth,
crates/cdf-source-mongodb/src/error.rs	19	MongoErrorKind::Command	dynamic_foreign_classifier	kind_dependent	controlled_message_without_endpoint_or_credentials	This official-driver variant participates in the adjacent exhaustive typed mapping branch.	        MongoErrorKind::Command(command)
crates/cdf-source-mongodb/src/error.rs	22	ErrorKind::Transient	remote_transport	host_policy_only	controlled_message_without_endpoint_or_credentials	Connection, selection, shutdown, or stable transient server failure may recover after external state changes.	            ErrorKind::Transient
crates/cdf-source-mongodb/src/error.rs	24	ErrorKind::Transient	remote_transport	host_policy_only	controlled_message_without_endpoint_or_credentials	Connection, selection, shutdown, or stable transient server failure may recover after external state changes.	        MongoErrorKind::Command(command) if command.code == 50 => ErrorKind::Transient,
crates/cdf-source-mongodb/src/error.rs	25	ErrorKind::RateLimited	mongodb_rate_limit	embedded_delay_preserved_or_host_policy	controlled_message_without_endpoint_or_credentials	A stable server quota code or embedded typed error identifies externally imposed rate pressure.	        MongoErrorKind::Command(command) if command.code == 16500 => ErrorKind::RateLimited,
crates/cdf-source-mongodb/src/error.rs	26	MongoErrorKind::Io	dynamic_foreign_classifier	kind_dependent	controlled_message_without_endpoint_or_credentials	The adjacent typed branch delegates I/O or topology ownership without flattening nested provenance.	        MongoErrorKind::Io(error) => classify_io(error),
crates/cdf-source-mongodb/src/error.rs	27	MongoErrorKind::DnsResolve	local_host_environment	none	controlled_message_without_endpoint_or_credentials	Resolver and TLS-construction failures belong to the local host environment.	        MongoErrorKind::DnsResolve { .. } | MongoErrorKind::InvalidTlsConfig { .. } => {
crates/cdf-source-mongodb/src/error.rs	28	ErrorKind::Environment	local_host_environment	none	controlled_message_without_endpoint_or_credentials	A local permission, resource, DNS, resolver, or TLS-construction failure belongs to the host environment.	            ErrorKind::Environment
crates/cdf-source-mongodb/src/error.rs	30	MongoErrorKind::ConnectionPoolCleared	dynamic_foreign_classifier	kind_dependent	controlled_message_without_endpoint_or_credentials	The adjacent typed branch delegates I/O or topology ownership without flattening nested provenance.	        MongoErrorKind::ConnectionPoolCleared { .. } | MongoErrorKind::ServerSelection { .. } => {
crates/cdf-source-mongodb/src/error.rs	31	ErrorKind::Transient	remote_transport	host_policy_only	controlled_message_without_endpoint_or_credentials	Connection, selection, shutdown, or stable transient server failure may recover after external state changes.	            ErrorKind::Transient
crates/cdf-source-mongodb/src/error.rs	33	ErrorKind::Internal	cdf_or_official_driver_invariant	none	controlled_message_without_endpoint_or_credentials	The official driver reported an internal invariant failure after CDF validation.	        MongoErrorKind::Shutdown => ErrorKind::Internal,
crates/cdf-source-mongodb/src/error.rs	34	MongoErrorKind::IncompatibleServer	caller_contract	none	controlled_message_without_endpoint_or_credentials	The selected server cannot satisfy the compiled connector capability contract.	        MongoErrorKind::IncompatibleServer { .. } | MongoErrorKind::SessionsNotSupported => {
crates/cdf-source-mongodb/src/error.rs	35	ErrorKind::Contract	caller_contract	none	controlled_message_without_endpoint_or_credentials	The compiled request or selected server capability is outside the connector contract.	            ErrorKind::Contract
crates/cdf-source-mongodb/src/error.rs	37	ErrorKind::Internal	cdf_or_official_driver_invariant	none	controlled_message_without_endpoint_or_credentials	The official driver reported an internal invariant failure after CDF validation.	        MongoErrorKind::Internal { .. } => ErrorKind::Internal,
crates/cdf-source-mongodb/src/error.rs	38	ErrorKind::Data	mongodb_source_data	none	controlled_message_without_endpoint_or_credentials	Malformed, unsupported, missing, or schema-contradicting MongoDB response data belongs to the selected source.	        _ => ErrorKind::Data,
crates/cdf-source-mongodb/src/error.rs	41	ErrorKind::Auth	mongodb_auth	none	controlled_message_without_endpoint_or_credentials	Authentication failure requires credential or authorization repair.	        ErrorKind::Auth => "MongoDB authentication failed",
crates/cdf-source-mongodb/src/error.rs	42	ErrorKind::Contract	caller_contract	none	controlled_message_without_endpoint_or_credentials	The compiled request or selected server capability is outside the connector contract.	        ErrorKind::Contract => "MongoDB rejected the compiled request",
crates/cdf-source-mongodb/src/error.rs	43	ErrorKind::Environment	local_host_environment	none	controlled_message_without_endpoint_or_credentials	A local permission, resource, DNS, resolver, or TLS-construction failure belongs to the host environment.	        ErrorKind::Environment => "the host could not provide MongoDB transport facilities",
crates/cdf-source-mongodb/src/error.rs	44	ErrorKind::Transient	remote_transport	host_policy_only	controlled_message_without_endpoint_or_credentials	Connection, selection, shutdown, or stable transient server failure may recover after external state changes.	        ErrorKind::Transient | ErrorKind::RateLimited => "MongoDB is temporarily unavailable",
crates/cdf-source-mongodb/src/error.rs	45	ErrorKind::Internal	cdf_or_official_driver_invariant	none	controlled_message_without_endpoint_or_credentials	The official driver reported an internal invariant failure after CDF validation.	        ErrorKind::Internal => "the MongoDB driver reported an internal invariant failure",
crates/cdf-source-mongodb/src/error.rs	48	CdfError::new	dynamic_foreign_classifier	kind_dependent	controlled_message_without_endpoint_or_credentials	The central SDK boundary applies the stable variant and nested typed/I/O classification.	    CdfError::new(kind, format!("{action}: {detail}"))
crates/cdf-source-mongodb/src/error.rs	61	MongoErrorKind::Io	dynamic_foreign_classifier	kind_dependent	controlled_message_without_endpoint_or_credentials	The adjacent typed branch delegates I/O or topology ownership without flattening nested provenance.	            if let MongoErrorKind::Io(error) = error.kind.as_ref()
crates/cdf-source-mongodb/src/error.rs	84	Io::TimedOut	remote_transport	host_policy_only	controlled_message_without_endpoint_or_credentials	The direct standard-I/O mapping identifies a transient connection or scheduling failure.	        Io::TimedOut
crates/cdf-source-mongodb/src/error.rs	85	Io::WouldBlock	remote_transport	host_policy_only	controlled_message_without_endpoint_or_credentials	The direct standard-I/O mapping identifies a transient connection or scheduling failure.	        | Io::WouldBlock
crates/cdf-source-mongodb/src/error.rs	86	Io::Interrupted	remote_transport	host_policy_only	controlled_message_without_endpoint_or_credentials	The direct standard-I/O mapping identifies a transient connection or scheduling failure.	        | Io::Interrupted
crates/cdf-source-mongodb/src/error.rs	87	Io::ConnectionAborted	remote_transport	host_policy_only	controlled_message_without_endpoint_or_credentials	The direct standard-I/O mapping identifies a transient connection or scheduling failure.	        | Io::ConnectionAborted
crates/cdf-source-mongodb/src/error.rs	88	Io::ConnectionRefused	remote_transport	host_policy_only	controlled_message_without_endpoint_or_credentials	The direct standard-I/O mapping identifies a transient connection or scheduling failure.	        | Io::ConnectionRefused
crates/cdf-source-mongodb/src/error.rs	89	Io::ConnectionReset	remote_transport	host_policy_only	controlled_message_without_endpoint_or_credentials	The direct standard-I/O mapping identifies a transient connection or scheduling failure.	        | Io::ConnectionReset
crates/cdf-source-mongodb/src/error.rs	90	Io::NotConnected	remote_transport	host_policy_only	controlled_message_without_endpoint_or_credentials	The direct standard-I/O mapping identifies a transient connection or scheduling failure.	        | Io::NotConnected
crates/cdf-source-mongodb/src/error.rs	91	Io::BrokenPipe	remote_transport	host_policy_only	controlled_message_without_endpoint_or_credentials	The direct standard-I/O mapping identifies a transient connection or scheduling failure.	        | Io::BrokenPipe => ErrorKind::Transient,
crates/cdf-source-mongodb/src/error.rs	92	Io::UnexpectedEof	mongodb_source_data	none	controlled_message_without_endpoint_or_credentials	The direct standard-I/O mapping identifies truncated or malformed selected-source data.	        Io::UnexpectedEof | Io::InvalidData => ErrorKind::Data,
crates/cdf-source-mongodb/src/error.rs	93	ErrorKind::Environment	local_host_environment	none	controlled_message_without_endpoint_or_credentials	A local permission, resource, DNS, resolver, or TLS-construction failure belongs to the host environment.	        _ => ErrorKind::Environment,
crates/cdf-source-mongodb/src/execution.rs	171	CdfError::internal	cdf_invariant	none	operation_context_only	A validated serialization, counter, partition, batch, query, or cursor invariant failed inside CDF.	            .map_err(|_| CdfError::internal("MongoDB raw batch size exceeds u64"))?;
crates/cdf-source-mongodb/src/execution.rs	173	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	            return Err(CdfError::data(format!(
crates/cdf-source-mongodb/src/execution.rs	184	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	                        CdfError::data(format!(
crates/cdf-source-mongodb/src/execution.rs	189	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	                    .ok_or_else(|| CdfError::data("MongoDB raw batch item is not a document"))
crates/cdf-source-mongodb/src/execution.rs	241	CdfError::internal	cdf_invariant	none	operation_context_only	A validated serialization, counter, partition, batch, query, or cursor invariant failed inside CDF.	            CdfError::internal("MongoDB decoded batch retained-memory accounting overflow")
crates/cdf-source-mongodb/src/execution.rs	244	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	            return Err(CdfError::data(format!(
crates/cdf-source-mongodb/src/execution.rs	265	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	                CdfError::contract(format!(
crates/cdf-source-mongodb/src/execution.rs	287	CdfError::internal	cdf_invariant	none	operation_context_only	A validated serialization, counter, partition, batch, query, or cursor invariant failed inside CDF.	                CdfError::internal(format!(
crates/cdf-source-mongodb/src/execution.rs	301	CdfError::internal	cdf_invariant	none	operation_context_only	A validated serialization, counter, partition, batch, query, or cursor invariant failed inside CDF.	                    CdfError::internal(format!(
crates/cdf-source-mongodb/src/execution.rs	324	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        .ok_or_else(|| CdfError::contract("MongoDB cursor projection disappeared"))?;
crates/cdf-source-mongodb/src/execution.rs	328	CdfError::internal	cdf_invariant	none	operation_context_only	A validated serialization, counter, partition, batch, query, or cursor invariant failed inside CDF.	        .ok_or_else(|| CdfError::internal("MongoDB cursor batch is empty"))?;
crates/cdf-source-mongodb/src/execution.rs	340	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	        return Err(CdfError::data(format!(
crates/cdf-source-mongodb/src/execution.rs	370	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	                        CdfError::data(
crates/cdf-source-mongodb/src/execution.rs	379	CdfError::data	mongodb_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent BSON/source data belongs to the selected source.	        CdfError::data(format!(
crates/cdf-source-mongodb/src/identifier.rs	14	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-mongodb/src/identifier.rs	24	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-mongodb/src/identifier.rs	55	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        return Err(CdfError::contract(format!(
crates/cdf-source-mongodb/src/query.rs	108	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	                    return Err(CdfError::contract(
crates/cdf-source-mongodb/src/query.rs	114	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	                        CdfError::contract(
crates/cdf-source-mongodb/src/query.rs	122	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-mongodb/src/query.rs	146	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            .ok_or_else(|| CdfError::contract("MongoDB snapshot cannot carry a start position"))?;
crates/cdf-source-mongodb/src/query.rs	148	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-mongodb/src/query.rs	153	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-mongodb/src/query.rs	158	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            .ok_or_else(|| CdfError::contract("MongoDB cursor field disappeared"))?;
crates/cdf-source-mongodb/src/query.rs	176	CdfError::internal	cdf_invariant	none	operation_context_only	A validated serialization, counter, partition, batch, query, or cursor invariant failed inside CDF.	            .ok_or_else(|| CdfError::internal("MongoDB single-clause filter disappeared"))?,
crates/cdf-source-mongodb/src/query.rs	199	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            i64::try_from(value).map_err(|_| CdfError::contract("MongoDB limit exceeds i64"))
crates/cdf-source-mongodb/src/query.rs	275	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            .ok_or_else(|| CdfError::contract("MongoDB cursor field is absent from schema"))?;
crates/cdf-source-mongodb/src/query.rs	277	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            CdfError::contract("MongoDB cursor resources require a pinned `_id` stable key")
crates/cdf-source-mongodb/src/query.rs	296	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-mongodb/src/query.rs	306	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	                CdfError::contract(format!(
crates/cdf-source-mongodb/src/query.rs	312	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	                return Err(CdfError::contract(format!(
crates/cdf-source-mongodb/src/query.rs	338	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-mongodb/src/query.rs	345	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(format!(
crates/cdf-source-mongodb/src/query.rs	350	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            CdfError::contract(format!(
crates/cdf-source-mongodb/src/query.rs	363	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-mongodb/src/query.rs	374	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	                CdfError::contract("MongoDB Int32 cursor value exceeds its field domain")
